,Popularity,Country/ Region,Term,Full Form | Definition | Meaning,Main Category,Subcategory
21060,10,India, VMC , Vijayawada Municipal Corporation ,Governmental,Departments & Agencies
21061,10,India, VMC , Vadodara Municipal Corporation ,Governmental,Departments & Agencies
21062,0,India, VMC , Vijayalakshmi Medical Centre ,Medical,Hospitals
21063,50,Worldwide, VMD , Video Motion Detection ,Technology,Robotics & Automation
21064,40,Worldwide, VMD , Visual Molecular Dynamics ,Computing,Software & Applications
21065,40,United Kingdom, VMD , Veterinary Medicines Directorate ,Governmental,Departments & Agencies
21066,30,Worldwide, VMD , Veterinary Medical Doctor ,Academic & Science,Academic Degrees
21067,30,Worldwide, VMD , Versatile Multilayer Disc ,Computing,Data Storage 
21068,30,Worldwide, VMD , Vector Meson Dominance ,Academic & Science,Physics
21069,20,Worldwide, VMD , Vitelliform Macular Dystrophy ,Medical,Diseases & Conditions
21070,10,Canada, VMD , Victoria Machinery Depot ,Business,Companies & Corporations
21071,50,Worldwide, VMS , Visitor Management System ,Technology,Tech Terms
21072,40,Worldwide, VMS , Vessel Monitoring System ,Technology,Tech Terms
21073,30,Worldwide, VMS , Voice Mail System ,Technology,Communication
21074,20,Worldwide, VMS , Virtual Memory System ,Computing,Software & Applications
21075,20,United States, VMS , Valley Middle School ,Academic & Science,Universities & Institutions
21076,20,Worldwide, VMS , Video Management Software ,Computing,Software & Applications
21077,10,Japan, VMS , Visual Memory System ,Computing,Games & Entertainment
21078,10,Worldwide, VMS , Volcanogenic Massive Sulfide ,Academic & Science,Ocean Science
21079,60,Worldwide, VNC , Virtual Network Computing ,Computing,General Computing
21080,10,India, VNC , Vidyanagar Nature Club ,Associations & Organizations,Environment & Nature Organizations
21081,10,United States, VNC , Venice Municipal Airport ,Transport & Travel,Airport Codes
21082,40,India, VNMKV , Vasantrao Naik Marathwada Krishi Vidyapeeth ,Academic & Science,Universities & Institutions
21083,50,Worldwide, VO2 max , derived from V (Volume) + O2 (Oxygen) + max (maximum) ,Medical,Anatomy & Physiology
21084,90,United States, VOA , Voice of America ,News & Entertainment,TV & Radio
21085,30,United Kingdom, VOA , Valuation Office Agency ,Governmental,Departments & Agencies
21086,30,Worldwide, VOA , Visa On Arrival ,Governmental,Documents & Certificates
21087,30,India, VOA , Vote on Account ,Governmental,Policies & Programs
21088,20,United States, VOA , Volunteers of America ,Associations & Organizations,Regional Organizations
21089,20,Ireland, VOA , Veterinary Officers Association ,Associations & Organizations,Regional Organizations
21090,40,Worldwide, VOB , Video Object ,Computing,File Extensions
21091,20,Worldwide, VOB , Versioned Object Base ,Computing,Databases
21092,90,Worldwide, Vodafone ," from the words Voice, Data, Phone ",Business,Companies & Corporations
21093,60,Worldwide, VoIP , Voice over Internet Protocol ,Computing,Protocols
21094,100,Worldwide, Volkswagen , Volkswagen means “People’s car” in German ,Business,Companies & Corporations
21095,100,Worldwide, Volt ," named in honor of the Italian physicist, Alessandro Volta ",Academic & Science,Units
21096,70,Worldwide, VoLTE , Voice over Long-Term Evolution ,Technology,Communication
21097,80,Worldwide, Volvo ," from the Latin word volvo, which means “I roll” ",Business,Companies & Corporations
21098,30,Worldwide, VOOC , Voltage Open Loop Multi-step Constant-Current Charging ,Technology,Tech Terms
21099,50,Worldwide, VoWiFi , Voice over WiFi ,Technology,Communication
21100,50,Worldwide, Voxel , Volume + element ,Technology,Display & Graphics
21101,100,Worldwide, VP , Vice President ,Business,Job Titles
21102,60,Worldwide, VP , Vice Principal ,Academic & Science,Universities & Institutions
21103,30,Worldwide, VP , Veterinary Pharmacist ,Business,Job Titles
21104,30,Worldwide, VP , Vapor Pressure ,Academic & Science,Units
21105,80,Worldwide, VPA , Valproic Acid ,Medical,Medicines & Drugs
21106,50,India, VPA , Virtual Payment Address ,Business,Banking
21107,50,United States, VPA , Vermont Principals’ Association ,Associations & Organizations,Sports & Recreation Organizations
21108,40,Worldwide, VPA , Voluntary Partnership Agreement ,Business,Business Terms
21109,40,Vietnam, VPA , Vietnam People’s Army ,Governmental,Military
21110,20,United States, VPA , Volunteer Pilots Association ,Associations & Organizations,Regional Organizations
21111,20,Slovakia, VPA , Danube Wings ,Transport & Travel,Airline Codes
21112,20,United States, VPA , Veterans Party of America ,Governmental,Politics
21113,90,Worldwide, VPI , Virtual Path Identifier ,Computing,Networking
21114,90,Worldwide, VPN , Virtual Private Network ,Computing,Internet
21115,30,Worldwide, VPN , Ventral Posterior Nucleus ,Medical,Anatomy & Physiology
21116,10,Iceland, VPN , Vopnafjordur Airport ,Transport & Travel,Airport Codes
21117,40,United States, VPOTUS , Vice President of the United States ,Governmental,Titles
21118,50,United States, VPP , Voluntary Protection Program ,Governmental,Departments & Agencies
21119,40,Worldwide, VPP , Virtual Power Plant ,Academic & Science,Electrical
21120,40,Worldwide, VPP , Vehicle Purchase Protection ,Business,Services
21121,30,India, VPP , Value Payable Post ,Governmental,Departments & Agencies
21122,30,Worldwide, Vpp , Peak-to-Peak voltage ,Academic & Science,Electronics
21123,80,Worldwide, VPS , Virtual Private Server ,Computing,Internet
21124,50,Worldwide, VPS , Ventriculoperitoneal shunt ,Medical,Treatments & Procedures
21125,50,United States, VPS , Destin–Fort Walton Beach Airport ,Transport & Travel,Airport Codes
21126,40,Germany, VPS , Video Programming System ,Technology,Tech Terms
21127,40,Finland, VPS , Vaasan Palloseura ,Sports & Games,Football
21128,40,Worldwide, VPS , Vietnamese Professionals Society ,Associations & Organizations,Professional Associations
21129,40,Norway, VPS , Verdipapirsentralen ,Business,Companies & Corporations
21130,20,Worldwide, vps , vues par seconde ,Technology,Tech Terms
21131,90,Worldwide, VR , Virtual Reality ,Technology,Tech Terms
21132,60,Worldwide, VR , Vibration Reduction ,Technology,Tech Terms
21133,60,Worldwide, VR , Vocational Rehabilitation ,Medical,Treatments & Procedures
21134,50,United States, VR , Valdosta Railway ,Transport & Travel,Rail Transport
21135,50,Worldwide, VR , Voltage Regulator ,Academic & Science,Electronics
21136,50,Worldwide, Vr , Rotation Speed ,Transport & Travel,Air Transport
21137,40,Worldwide, VR , Variable Resistor ,Academic & Science,Electronics
21138,40,Worldwide, VR , Virtua Racing ,Computing,Games & Entertainment
21139,40,Finland, VR , Valtion Rautatiet ,Governmental,Firms & Organizations
21140,40,Cape Verde, VR , Cabo Verde Airlines ,Transport & Travel,Airline Codes
21141,40,Sweden, VR , Vetenskapsrådet ,Governmental,Departments & Agencies
21142,40,Worldwide, VR , Venous Return ,Medical,Anatomy & Physiology
21143,40,Worldwide, VR , Voluntary Redundancy ,Business,Business Terms
21144,30,Australia, VR , Victorian Railways ,Governmental,Firms & Organizations
21145,20,Netherlands, VR , Viktor & Rolf ,Business,Companies & Corporations
21146,20,Peru, VR , Vanguardia Revolucionaria ,Governmental,Politics
21147,50,Worldwide, VRLA , Valve Regulated Lead Acid battery ,Academic & Science,Electronics
21148,60,Worldwide, VRM , Voltage Regulator Module ,Computing,Hardware
21149,40,Worldwide, VRM , Vendor Relationship Management ,Business,Business Terms
21150,30,India, VRM , Virtual Reservation Message ,Transport & Travel,Rail Transport
21151,30,Worldwide, VRM , Viscous Remanent Magnetization ,Academic & Science,Physics
21152,30,Worldwide, VRM , Variable Rate Mortgage ,Business,Banking
21153,10,New Zealand, VRM , Vendor Refill Management ,Business,Companies & Corporations
21154,30,Worldwide, VRML , Virtual Reality Modeling Language ,Computing,File Extensions
21155,40,Worldwide, VRS , Video Relay Service ,Technology,Communication
21156,30,India, VRS , Voluntary Retirement Scheme ,Business,Business Terms
21157,30,United States, VRS , Virginia Retirement System ,Governmental,Policies & Programs
21158,30,United States, VRS , Versailles Airport ,Transport & Travel,Airport Codes
21159,20,Worldwide, VRS , Variable Reluctance Sensor  ,Technology,Automotive
21160,10,Worldwide, VRS , Virchow–Robin spaces ,Medical,Anatomy & Physiology
21161,100,Worldwide, vs , Versus ,Academic & Science,Language & Linguistics
21162,60,Worldwide, VS , Visual Studio ,Computing,Programming & Development
21163,50,Worldwide, VS , Victoria’s Secret ,Business,Companies & Corporations
21164,50,United Kingdom, VS , Virgin Atlantic Airways ,Transport & Travel,Airline Codes
21165,40,Singapore, VS , Victoria School ,Academic & Science,Universities & Institutions
21166,40,Worldwide, VS , Vesicular Stomatitis ,Animal Kingdom,Animal Diseases
21167,40,Worldwide, VS , Ventral Striatum ,Medical,Anatomy & Physiology
21168,40,Worldwide, VS , Vital Statistics ,Governmental,Census & Statistics
21169,30,India, VS , Velikkakathu Sankaran Achuthanandan ,Society & Culture,Celebrities & Famous
21170,30,Serbia, VS , Vojska Srbije ,Governmental,Military
21171,30,Worldwide, VS , Vegetative State ,Medical,Diseases & Conditions
21172,20,Denmark, VS , Venstresocialisterne ,Governmental,Politics
21173,20,Worldwide, VS , Virtual Sailor ,Computing,Games & Entertainment
21174,60,Worldwide, VSAT , Very Small Aperture Terminal ,Technology,Communication
21175,30,United States, VSAT , Vulnerability Self Assessment Tool ,Governmental,Policies & Programs
21176,30,Worldwide, VSAT , Voltage Security Assessment Tool ,Academic & Science,Electrical
21177,30,United States, VSEC , VSE Corporation ,Business,NYSE Symbols
21178,10,United States, VSEC , Villanova Student Entrepreneurship Competition ,Academic & Science,Exams & Tests
21179,10,United States, VSEC , Veterinary Specialty & Emergency Center ,Animal Kingdom,Pets & Domesticated
21180,10,India, VSEC , Virendra Swarup Education Centre ,Academic & Science,Universities & Institutions
21181,50,Worldwide, VSI , Vertical Speed Indicator ,Technology,Airplanes & Aircraft
21182,40,India, VSI , Vasantdada Sugar Institute ,Academic & Science,Research & Development
21183,40,Worldwide, VSI , Virtual Server Infrastructure ,Computing,Internet
21184,20,Worldwide, VSI , Visual Studio Installer ,Computing,Software & Applications
21185,10,United States, VSI , Vinyl Siding Institute ,Associations & Organizations,Regional Organizations
21186,80,India, VSNL , Videsh Sanchaar Nigam Limited ,Business,Companies & Corporations
21187,40,Worldwide, VSOP , Very Superior Old Pale ,Society & Culture,Food & Drink
21188,40,Worldwide, VTEC , Variable Valve Timing & Lift Electronic Control ,Technology,Automotive
21189,60,India, VTU , Visvesvaraya Technological University ,Academic & Science,Universities & Institutions
21190,40,Cuba, VTU , Hermanos Ameijeiras Airport ,Transport & Travel,Airport Codes
21191,40,United Kingdom, VTU , Vertu Motors PLC ,Business,Stock Market
21192,20,Worldwide, VTU , Video Teleconferencing Unit ,Technology,Communication
21193,20,United States, VTU , Volunteer Training Unit ,Governmental,Military
21194,10,Lithuania, VTU , Vilnius Technical University ,Academic & Science,Universities & Institutions
21195,20,Worldwide, VTVT , Variable Timing Valve Train ,Technology,Automotive
21196,100,Worldwide, VVIP , Very Very Important Person ,Society & Culture,Celebrities & Famous
21197,10,Worldwide, VVLSI , Very Very Large Scale Integration ,Academic & Science,Electronics
21198,50,India, VVPAT , Voter Verifiable Paper Audit Trail ,Governmental,Standards
21199,100,Worldwide, VW , Volkswagen ,Business,Companies & Corporations
21200,50,Mexico, VW , Aeromar ,Transport & Travel,Airline Codes
21201,40,Worldwide, vw , viewport width ,Computing,Programming & Development
21202,40,Worldwide, VW , Vowpal Wabbit ,Computing,Programming & Development
21203,40,United States, VW , Vampire Weekend ,Arts,Musical groups
21204,40,Worldwide, VW , Vietnam War ,Academic & Science,History & Geography
21205,80,Worldwide, W3 , World Wide Web ,Computing,Internet
21206,100,Worldwide, W3C , World Wide Web Consortium ,Technology,Internet
21207,30,United States, WABCO , Westinghouse Air Brake Company ,Business,Companies & Corporations
21208,30,Worldwide, Wabtec , Westinghouse Air Brake Technologies ,Business,Companies & Corporations
21209,60,United States, WAC , Washington Administrative Code ,Governmental,Rules & Regulations
21210,50,United States, WAC , Western Athletic Conference ,Associations & Organizations,Sports & Recreation Organizations
21211,40,India, WAC , WebAndCrafts ,Business,Companies & Corporations
21212,40,United States, WAC , Women’s Army Corps ,Governmental,Military
21213,40,United Kingdom, WAC , Warwick Arts Centre ,Regional,Buildings & Landmarks
21214,40,Morocco, WAC , Wydad Athletic Club ,Associations & Organizations,Sports & Recreation Organizations
21215,40,United Kingdom, WAC , Warrington Central ,Transport & Travel,Railway Station Codes
21216,30,Worldwide, WAC , Weighted Average Coupon ,Business,Finance
21217,30,Worldwide, WAC , Worked All Continents ,Society & Culture,Awards
21218,30,United States, WAC , Walker Art Center ,Regional,Buildings & Landmarks
21219,30,Worldwide, WAC , World Archaeological Congress ,Associations & Organizations,Non-Profit Organizations
21220,30,United States, WAC , Washington Athletic Club ,Associations & Organizations,Sports & Recreation Organizations
21221,30,Worldwide, WAC , World Aeronautical Chart ,Technology,Airplanes & Aircraft
21222,80,Worldwide, WAF , Web Application Firewall ,Computing,Security
21223,40,Germany, WAF , Warendorf ,Transport & Travel,License Plates
21224,40,Worldwide, WAF , Wife Acceptance Factor ,Miscellaneous,Chat & Messaging
21225,40,Worldwide, WAF , World Architecture Festival ,Associations & Organizations,Conferences & Events
21226,30,Australia, WAF , West African Resources Limited ,Stock Exchanges,ASX
21227,30,Worldwide, WAF , Weather and Forecasting ,News & Entertainment,Journals & Publications
21228,30,Worldwide, WAF , World Apostolate of Fátima ,Associations & Organizations,Religious Organizations
21229,20,Pakistan, WAF , Wana Airport ,Transport & Travel,Airport Codes
21230,20,Pakistan, WAF , Women’s Action Forum ,Associations & Organizations,Regional Organizations
21231,20,Worldwide, WAF , World Agricultural Forum ,Associations & Organizations,Environment & Nature Organizations
21232,20,United Kingdom, WAF , Welsh Automotive Forum ,Business,Companies & Corporations
21233,20,Worldwide, WAF , World Armwrestling Federation ,Associations & Organizations,Sports & Recreation Organizations
21234,20,United Kingdom, WAF , Wallyford Railway Station ,Transport & Travel,Railway Station Codes
21235,10,United States, WAF , Women in the Air Force ,Governmental,Military
21236,20,Worldwide, WAICENT , World Agricultural Information Centre ,Associations & Organizations,United Nations
21237,70,Worldwide, WAIS , Wechsler Adult Intelligence Scale ,Medical,Tests
21238,50,Worldwide, WAIS , Western Antarctic Ice Sheet ,Academic & Science,Ocean Science
21239,50,Worldwide, WAIS , Wide Area Information Server ,Computing,Internet
21240,20,United States, WAIS , World Association of International Studies ,Associations & Organizations,Regional Organizations
21241,30,India, WALAMTARI , Water and Land Management Training And Research Institute ,Governmental,Firms & Organizations
21242,90,Worldwide, Walmart ," named after its founder, Sam Walton ",Business,Companies & Corporations
21243,50,Worldwide, WAMP ," Windows, Apache, MySQL, PHP/Perl/Python ",Computing,Software & Applications
21244,90,Worldwide, WAN , Wide Area Network ,Computing,Networking
21245,40,United Kingdom, WAN , Wanborough ,Transport & Travel,Railway Station Codes
21246,30,Ivory Coast, wan , wan language ,Regional,Language Codes
21247,30,Kuwait, WAN , Wataniya Airways ,Transport & Travel,Airline Codes
21248,100,Worldwide, WAP , Wireless Application Protocol ,Computing,Protocols
21249,20,Pakistan, WAPDA , Water and Power Development Authority ,Governmental,Departments & Agencies
21250,70,Worldwide, WAR , Web Archive ,Computing,File Extensions
21251,40,Indonesia, WAR , Waris Airport ,Transport & Travel,Airport Codes
21252,30,Worldwide, WAR , Write After Read ,Computing,Programming & Development
21253,20,United States, WAR , White Aryan Resistance ,Associations & Organizations,Regional Organizations
21254,100,Worldwide, Was , Past tense of be ,Academic & Science,Language & Linguistics
21255,90,Worldwide, WAS , Wait A Second ,Miscellaneous,Chat & Messaging
21256,30,Worldwide, WAS , WebSphere Application Server ,Computing,Software & Applications
21257,20,Worldwide, WAS , Wiskott-Aldrich Syndrome ,Medical,Diseases & Conditions
21258,60,Worldwide, WAT , West Africa Time ,Regional,Time Zones 
21259,50,Worldwide, WAT , Windows Activation Technologies ,Computing,Software & Applications
21260,40,Worldwide, WAT , White Adipose Tissue ,Medical,Anatomy & Physiology
21261,40,Ireland, WAT , Waterford Airport ,Transport & Travel,Airport Codes
21262,40,Worldwide, WAT ," Weight, Altitude, and Temperature ",Technology,Airplanes & Aircraft
21263,50,Worldwide, WATS , Wide Area Telephone Service ,Technology,Communication
21264,30,Worldwide, WATS , World Air Transport Statistics ,News & Entertainment,Journals & Publications
21265,10,Nigeria, WATS , West Africa Theological Seminary ,Society & Culture,Religion & Spirituality
21266,10,United States, WATS , Washtenaw Area Transportation Study ,Governmental,Departments & Agencies
21267,40,Worldwide, WAU , Windows Anytime Upgrade ,Business,Services
21268,20,Worldwide, WAU , Women for Aryan Unity ,Associations & Organizations,Social Welfare Organizations
21269,20,Australia, WAU ," Wauchope, New South Wales, Australia ",Transport & Travel,Airport Codes
21270,100,Worldwide, WAV , Waveform Audio File Format ,Computing,File Extensions
21271,100,Worldwide, Wb , Weber ,Academic & Science,Units
21272,90,Worldwide, WB , Warner Brothers ,News & Entertainment,Movies & Film
21273,80,Worldwide, WB , World Bank ,Business,Banking
21274,70,Worldwide, WB , White Balance ,Technology,Imaging & Printing
21275,70,India, WB , West Bengal ,Regional,States & Districts
21276,70,Worldwide, WB , White Bread ,Society & Culture,Food & Drink
21277,60,Worldwide, WB , Wheelbase ,Technology,Automotive
21278,30,Worldwide, WB , Wet Bulb ,Academic & Science,Engineering
21279,20,India, WBADMIP , West Bengal Accelerated Development of Minor Irrigation Project ,Governmental,Policies & Programs
21280,90,Worldwide, WBC , White Blood Cell ,Medical,Anatomy & Physiology
21281,60,Worldwide, WBC , World Boxing Council ,Associations & Organizations,Sports & Recreation Organizations
21282,50,Worldwide, WBC , World Baseball Classic ,Sports & Games,Baseball
21283,40,Australia, WBC , Westpac ,Business,Companies & Corporations
21284,40,United Kingdom, WBC , Waterbeach ,Transport & Travel,Railway Station Codes
21285,20,Worldwide, WBC , World Boardgaming Championships ,Associations & Organizations,Conferences & Events
21286,20,United States, WBC , Wyoming Business Council ,Associations & Organizations,Regional Organizations
21287,20,United States, WBC , Williams Baptist College ,Academic & Science,Universities & Institutions
21288,20,United Kingdom, WBC , Warrington Borough Council ,Governmental,Departments & Agencies
21289,10,Worldwide, WBC , World Beer Cup ,Associations & Organizations,Conferences & Events
21290,50,India, WBCHSE , West Bengal Council of Higher Secondary Education ,Governmental,Departments & Agencies
21291,50,Worldwide, WBCs , White Blood Cells ,Medical,Anatomy & Physiology
21292,40,United Kingdom, WBCS , Welsh Black Cattle Society ,Associations & Organizations,Animal Welfare
21293,40,India, WBCS , West Bengal Civil Service ,Academic & Science,Exams & Tests
21294,70,Worldwide, WBCSD , World Business Council for Sustainable Development ,Associations & Organizations,International Orgaizations
21295,30,India, WBIDC , West Bengal Industrial Development Corporation ,Governmental,Departments & Agencies
21296,20,Worldwide, WBIDC , Wire Bonded Interdigital Capacitor ,Academic & Science,Electronics
21297,20,India, WBIFMS , West Bengal Integrated Financial Management System ,Governmental,Departments & Agencies
21298,20,India, WBTIDC , West Bengal Transport Infrastructure Development Corporation ,Governmental,Firms & Organizations
21299,70,Worldwide, WCC , World Council of Churches ,Associations & Organizations,Religious Organizations
21300,50,United States, WCC , West Coast Choppers ,Business,Companies & Corporations
21301,50,United States, WCC , West Coast Customs ,Business,Companies & Corporations
21302,50,New Zealand, WCC , Wellington City Council ,Governmental,Departments & Agencies
21303,50,Worldwide, WCC , Wound Care Certified ,Academic & Science,Courses
21304,50,United States, WCC , Washington Conservation Corps ,Associations & Organizations,Environment & Nature Organizations
21305,50,Worldwide, WCC , Weak Central Coherence ,Medical,Diseases & Conditions
21306,40,United States, WCC , Washtenaw Community College ,Academic & Science,Universities & Institutions
21307,40,United States, WCC , Westchester Community College ,Academic & Science,Universities & Institutions
21308,40,United States, WCC , Whatcom Community College ,Academic & Science,Universities & Institutions
21309,40,United States, WCC , Windward Community College ,Academic & Science,Universities & Institutions
21310,40,India, WCC , Women's Christian College ,Academic & Science,Universities & Institutions
21311,40,India, WCC , Women in Cinema Collective ,Associations & Organizations,Trade Associations
21312,40,Worldwide, WCC , World Chess Championship ,Sports & Games,Sports Events
21313,40,United States, WCC , West Coast Conference ,Sports & Games,Sports Events
21314,40,United Kingdom, WCC , Warwickshire County Council ,Governmental,Departments & Agencies
21315,40,United Kingdom, WCC , Worcestershire County Council ,Governmental,Departments & Agencies
21316,30,United States, WCC , Waubonsee Community College ,Academic & Science,Universities & Institutions
21317,30,United States, WCC , Wayne Community College ,Academic & Science,Universities & Institutions
21318,30,Worldwide, WCC , World Chlorine Council ,Associations & Organizations,Trade Associations
21319,30,Worldwide, WCC , World Climate Conferences ,Associations & Organizations,Conferences & Events
21320,20,United States, WCC , Woodland Community College ,Academic & Science,Universities & Institutions
21321,20,Australia, WCC , Waverley Christian College ,Academic & Science,Universities & Institutions
21322,20,United Kingdom, WCC , West Cheshire College ,Academic & Science,Universities & Institutions
21323,20,Canada, WCC , Western Canada Cup ,Sports & Games,Sports Events
21324,20,Worldwide, WCC , World Club Challenge ,Sports & Games,Rugby
21325,20,Canada, WCC , Western Canada Concept ,Governmental,Politics
21326,20,United Kingdom, WCC , Wiltshire County Council ,Governmental,Departments & Agencies
21327,10,Australia, WCC , William Clarke College ,Academic & Science,Universities & Institutions
21328,10,United States, WCC , Wyoming Catholic College ,Academic & Science,Universities & Institutions
21329,10,Canada, WCC , Western Canadian Championship ,Sports & Games,Sports Events
21330,10,United Kingdom, WCC , World Conker Championships ,Sports & Games,Sports Events
21331,10,Worldwide, WCC , World Curling Championships ,Sports & Games,Sports Events
21332,10,United States, WCC , Wisconsin Collegiate Conference ,Sports & Games,Sports Events
21333,10,United States, WCC , Western Cartridge Company ,Business,Companies & Corporations
21334,10,United States, WCC , Women’s Classical Caucus ,Associations & Organizations,Regional Organizations
21335,10,United Kingdom, WCC , Women's Classical Committee ,Associations & Organizations,Regional Organizations
21336,10,United States, WCC , World Children's Choir ,Associations & Organizations,Regional Organizations
21337,10,United States, WCC , Woodbury Country Club ,Regional,Buildings & Landmarks
21338,10,United States, WCC , World Christian Conference ,Associations & Organizations,Conferences & Events
21339,50,Worldwide, WCDMA , Wideband Code Division Multiple Access ,Technology,Communication
21340,50,Worldwide, WCOTY , World Car Of The Year ,Society & Culture,Awards
21341,90,Worldwide, WD , Western Digital ,Business,Companies & Corporations
21342,50,Worldwide, WD , White Dwarf ,Academic & Science,Astronomy & Space Science
21343,40,Worldwide, wd , Working Directory ,Computing,General Computing
21344,40,Worldwide, WD , Walt Disney ,Society & Culture,Celebrities & Famous
21345,40,Worldwide, WD , Well Done ,Miscellaneous,Chat & Messaging
21346,40,Worldwide, WD , Wing Defence ,Sports & Games,Ball Games
21347,40,Worldwide, WD , Watch Dogs ,Computing,Games & Entertainment
21348,40,United Kingdom, WD , White Dwarf ,News & Entertainment,Journals & Publications
21349,40,United Kingdom, WD , War Department ,Governmental,Military
21350,40,Canada, WD , Western Economic Diversification Canada ,Governmental,Departments & Agencies
21351,40,Worldwide, WD , Web Dynpro ,Computing,Internet
21352,40,Worldwide, WD , Whipple’s Disease ,Medical,Diseases & Conditions
21353,30,Uganda, WD , DAS Air Cargo ,Transport & Travel,Airline Codes
21354,30,Canada, WD , Wardair Canada ,Transport & Travel,Airline Codes
21355,30,Worldwide, WD , Wikidata ,Computing,Websites
21356,20,United Kingdom, WD , Watford postcode area ,Regional,Postal Codes
21357,60,Worldwide, WD-40 ," Water Displacement, 40th formula ",Business,Patents & Trademarks
21358,60,Worldwide, WDR , Wide Dynamic Range ,Technology,Specifications & Standards
21359,30,Germany, WDR , Westdeutscher Rundfunk ,News & Entertainment,TV & Radio
21360,30,Worldwide, WDR , World Development Report ,Business,Business Terms
21361,30,United States, WDR , Barrow County Airport ,Transport & Travel,Airport Codes
21362,20,Nepal, WDR , Western Development Region ,Regional,Provinces
21363,20,United States, WDR , Waddell & Reed Financial ,Business,NYSE Symbols
21364,80,Worldwide, WDV , Written-Down Value ,Business,Finance
21365,20,Worldwide, WDV , Wheat Dwarf Virus ,Trees & Plants,Pathogens & Diseases
21366,40,Worldwide, WDXRF , Wavelength Dispersive X-ray Fluorescence ,Technology,Instruments & Devices
21367,40,Worldwide, WDYM , What Do You Mean ,Miscellaneous,Chat & Messaging
21368,40,Worldwide, WDYT , What Do You Think ,Miscellaneous,Chat & Messaging
21369,20,Worldwide, WDYT , Why Don't You Try ,Arts,Music
21370,100,Worldwide, Web , World Wide Web ,Computing,Internet
21371,90,Worldwide, WEB , World English Bible ,Society & Culture,Religion & Spirituality
21372,30,United States, WEB , Warren Edward Buffett ,Society & Culture,Celebrities & Famous
21373,30,Australia, WEB , Webjet Limited ,Business,Stock Market
21374,50,Worldwide, WebDAV , Web Distributed Authoring and Versioning ,Computing,Protocols
21375,40,India, Webel , West Bengal Electronics Industry Development Corporation Limited ,Governmental,Firms & Organizations
21376,20,Worldwide, WebP , Web Picture ,Computing,File Extensions
21377,60,Switzerland, WEF , World Economic Forum ,Associations & Organizations,Non-Profit Organizations
21378,50,Worldwide, WEF , Water Environment Federation ,Associations & Organizations,Environment & Nature Organizations
21379,40,Worldwide, WEF , With Effect From ,Business,Business Terms
21380,10,Worldwide, WEF , World Education Fellowship ,Associations & Organizations,Educational Organizations
21381,80,Worldwide, Wells Fargo ," name after is founders, Henry Wells & William Fargo ",Business,Companies & Corporations
21382,70,Worldwide, WEP , Wired Equivalent Privacy ,Computing,Protocols
21383,60,United States, WEP , War Emergency Power ,Governmental,Military
21384,50,United States, Wesco , West Coast Shoe Company ,Business,Companies & Corporations
21385,20,India, WESCO , Western Electricity Supply Company of Orissa ,Business,Companies & Corporations
21386,60,Australia, Westpac , Western + Pacific ,Business,Companies & Corporations
21387,90,Worldwide, WFH , Work From Home ,Business,Business Terms
21388,50,Worldwide, WFH , World Federation of Hemophilia ,Associations & Organizations,Medical Organizations
21389,30,United States, WFH , Work For Hire ,Governmental,Law & Legal
21390,90,United Nations, WFP , World Food Programme ,Associations & Organizations,Non-Profit Organizations
21391,70,Worldwide, WFP , Windows Filtering Platform ,Computing,Software & Applications
21392,50,Worldwide, WFP , Windows File Protection ,Computing,Security
21393,40,United States, WFP , Working Families Party ,Governmental,Politics
21394,20,United States, WFP , Witness For Peace ,Regional,Organizations
21395,10,Worldwide, WFP , World Federation of Parasitologists ,Associations & Organizations,Medical Organizations
21396,80,United States, WGBH , Western Great Blue Hill ,News & Entertainment,TV & Radio
21397,100,Worldwide, WhatsApp , from the greeting phrase “What’s up?” ,Computing,Software & Applications
21398,40,Worldwide, WHATWG , Web Hypertext Application Technology Working Group ,Associations & Organizations,Technological Organizations
21399,40,Worldwide, WHM , Web Host Manager ,Computing,Internet
21400,30,Worldwide, WHM , Western Herbal Medicine ,Medical,Treatments & Procedures
21401,20,Canada, WHM , Welcome Hall Mission ,Associations & Organizations,Regional Organizations
21402,20,United States, WHM , White Hat Management ,Business,Companies & Corporations
21403,20,Worldwide, WHMCS , WebHost Manager Complete Solution ,Computing,Internet
21404,100,Worldwide, WHO , World Health Organization ,Associations & Organizations,Medical Organizations
21405,40,United States, WHO , White House Office ,Governmental,Departments & Agencies
21406,40,Worldwide, WHO , Wrist-Hand Orthosis ,Medical,Treatments & Procedures
21407,50,Worldwide, WHQL , Windows Hardware Quality Labs ,Computing,General Computing
21408,50,Worldwide, Wi-Fi 6 ," 802.11ax, the sixth generation of Wi-Fi ",Technology,Specifications & Standards
21409,60,Worldwide, WiDi , Wireless Display ,Technology,Display & Graphics
21410,100,Worldwide, WiFi , Wireless Fidelity ,Computing,Networking
21411,50,Worldwide, WIIFM , What’s In It For Me? ,Miscellaneous,Chat & Messaging
21412,100,Worldwide, Wiki , Wiki is a Hawaiian word meaning “quick” or “fast” ,Computing,Internet
21413,100,Worldwide, Wikipedia , Wiki + Encyclopedia ,Computing,Websites
21414,70,Worldwide, WiMAX , Worldwide Interoperability for Microwave Access ,Technology,Communication
21415,90,Worldwide, WIPO , World Intellectual Property Organization ,Associations & Organizations,International Orgaizations
21416,80,India, Wipro , Western India Products ,Business,Companies & Corporations
